9;227.233457809;1.19459512579;0.92582718078;0.623698084657;0.789745582233;0.985583805418;209.22518999;1.08691037736;0.936170291862;0.677733983888;0.823246004478;0.985195028958;0;
30;249.72658543;1.3233490566;0.915753648227;0.595364570672;0.771598710906;0.984922773627;301.753760482;1.52642819706;0.895528764129;0.521276724529;0.721994961568;0.98589676916;0;
34;290.976965409;1.52106918239;0.890636175078;0.547133399238;0.739684662027;0.984529417034;297.941968029;1.51506813417;0.899642825072;0.56812279325;0.753739207717;0.984541527356;0;
37;311.061838312;1.57950078616;0.894262110024;0.562310081236;0.749873376802;0.984456478462;292.428256027;1.5150812369;0.896638072189;0.567370778577;0.753240186512;0.985220031288;0;
41;249.333837788;1.26210691824;0.933874207272;0.644122967481;0.802572717877;0.983524218726;243.986464885;1.24257730608;0.931758978041;0.673081044902;0.820415166182;0.982936570294;2;
42;258.721770178;1.28017557652;0.930489991311;0.69926243058;0.836219128327;0.98187048252;261.308431604;1.30085167715;0.921314989887;0.638436605218;0.799022280802;0.984224310359;0;
44;226.756053459;1.10618448637;0.942097645165;0.684369743523;0.827266428379;0.984897909696;281.340467767;1.31037735849;0.936599425732;0.650899504929;0.806783431244;0.984258209629;0;
49;236.613004455;1.28142033543;0.904606672374;0.603120020381;0.776608022351;0.985575844453;257.304992138;1.33347091195;0.90981447991;0.585204893203;0.76498685819;0.98550217282;0;
50;230.7653826;1.14849973795;0.935194133629;0.637671559497;0.798543398631;0.985827366583;244.586143868;1.16648977987;0.939202342827;0.636364459096;0.797724550892;0.985825863649;0;
51;285.340965671;1.40670859539;0.921594829518;0.608847037725;0.780286510024;0.983074047748;267.924770702;1.34988862683;0.923483674124;0.662143341974;0.813721907026;0.982279485242;0;
55;217.678649109;1.03113862683;0.951381121371;0.761275671264;0.872511129593;0.980425068108;217.860881813;1.05638102725;0.948942814772;0.743940984755;0.862520135855;0.980858221269;0;
64;249.543356918;1.1897471174;0.94758178414;0.703444752231;0.838716133284;0.981368682479;246.236471436;1.21779350105;0.94342549615;0.678703970218;0.823834916848;0.981550742164;0;
66;248.133313679;1.35571933962;0.904939637863;0.591860657864;0.769324806479;0.9850669682;247.753878407;1.33216719078;0.904472165565;0.599617531584;0.774349747584;0.985308856311;0;
68;222.5;1.08540356394;0.945388364997;0.745279857247;0.86329592681;0.981065467296;233.721901205;1.10748165618;0.948461433141;0.752265956753;0.867332667869;0.980565787216;0;
69;236.649253145;1.2278432914;0.91948971037;0.611162139763;0.781768597324;0.984772638292;247.984977725;1.26399371069;0.914680201141;0.621293761528;0.78822189866;0.985175629226;0;
72;286.423840409;1.48631420335;0.90163076245;0.638642275064;0.799150971384;0.983182757271;249.436379717;1.40780267296;0.900714053497;0.66613917703;0.816173496893;0.982731237389;0;
80;254.758529874;1.18475497904;0.948610045896;0.727067049287;0.852682267487;0.980871726518;234.515140199;1.12688024109;0.949689548222;0.72246433765;0.849979021888;0.981529311619;0;
85;283.527771226;1.41746593291;0.915543348187;0.597878196854;0.773225838196;0.984055322663;269.310279088;1.41318789308;0.908578797851;0.581976872617;0.762874087;0.984770010755;0;
87;266.627365042;1.39925314465;0.9152068031;0.599973463869;0.774579540053;0.9837774417;263.534080189;1.33943920335;0.924228961722;0.638529931234;0.799080678801;0.983167329932;0;
108;273.119149633;1.34437893082;0.926577826421;0.655927178084;0.809893312779;0.982101854273;248.521612945;1.23839098532;0.928500736292;0.662886984968;0.814178718076;0.983655591236;0;
115;292.06192348;1.5188548218;0.909171987878;0.5955019681;0.771687740022;0.982792949957;301.116437369;1.49812631027;0.911904573363;0.607322237933;0.779308820644;0.983092644193;0;
126;283.389675052;1.38978642558;0.921860064978;0.625076348913;0.79061770086;0.983493335878;253.643553459;1.25514281971;0.925235866965;0.646382984465;0.803979467689;0.984985323673;0;
129;228.632730608;1.17447589099;0.929934530661;0.665272689334;0.815642500936;0.984213131239;213.130725891;1.08404743187;0.932065802275;0.684752745718;0.827497882606;0.985287141096;0;
132;226.103550839;1.09365172956;0.936246996993;0.72560048016;0.851821859405;0.9836973635;231.691889413;1.11179245283;0.938062932605;0.709347575504;0.842227745627;0.983783408006;0;
135;262.463423742;1.42183569182;0.897977693576;0.51069992327;0.714632719143;0.986515144864;289.882730608;1.51141247379;0.909124085284;0.58170049503;0.762692923154;0.983779397466;0;
